"filename", "language", "JavaScript", "PHP", "Markdown", "Elixir", "XML", "CSS", "Embedded Elixir", "HEEx", "Docker", "Batch", "comment", "blank", "total"
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/chevron-double-down.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/chevron-double-left.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/chevron-double-right.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/chevron-double-up.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/chevron-down.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/chevron-left.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/chevron-right.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/chevron-up-down.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/chevron-up.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/circle-stack.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/clipboard-document-check.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/clipboard-document-list.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/clipboard-document.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/clipboard.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/clock.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/cloud-arrow-down.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/cloud-arrow-up.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/cloud.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/code-bracket-square.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/code-bracket.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/cog-6-tooth.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/cog-8-tooth.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/cog.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/command-line.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/computer-desktop.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/cpu-chip.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/credit-card.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/cube-transparent.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/cube.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/currency-bangladeshi.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/currency-dollar.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/currency-euro.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/currency-pound.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/currency-rupee.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/currency-yen.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/cursor-arrow-rays.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/cursor-arrow-ripple.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/jori/Desktop/Flashtones.cz/assets/vendor/heroicons/optimized/20/solid/device-phone-mobile.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 5
